PMID,DOI,Title,Abstract
40110863,10.1530/REP-24-0350,Nicotinamide riboside supplementation protects against maternal  diabetes-associated decline in oocyte quality.,
40958722,10.1042/BSR20241307,Potential role of polydatin in treating diabetes mellitus and diabetes-related  chronic complications.,"Diabetes mellitus is a complex metabolic disorder associated with severe  complications affecting various organs, including the kidneys, nerves, heart,  and blood vessels. Managing these complications remains a significant clinical  challenge, necessitating the exploration of novel therapeutic approaches. This  review focuses on polydatin, a naturally occurring glycoside from Polygonum  cuspidatum, highlighting its potential as a multitargeted therapeutic agent  against diabetic complications. Evidence indicates that polydatin effectively  improves insulin sensitivity, lowers blood glucose levels, and exhibits  antioxidant properties. In diabetic nephropathy, polydatin has been shown to  reduce oxidative stress, inflammation, and podocyte apoptosis, thereby  preserving renal function. Furthermore, it enhances mitochondrial function and  Sirt1 expression in diabetic neuropathy, promoting nerve regeneration and  alleviating pain. In cardiac studies, polydatin protects against diabetic  cardiomyopathy by enhancing autophagy and reducing oxidative stress, ultimately  improving cardiac function. Additionally, polydatin restores endothelial  function in vascular complications associated with diabetes. Polydatin presents  a promising natural therapy with the potential to mitigate multiple  complications of diabetes through its antioxidant, anti-inflammatory, and  cytoprotective effects. Although findings from animal models and in vitro  studies are promising, further clinical research is essential to validate its  efficacy and safety in human subjects. By integrating polydatin into diabetes  management strategies, there is potential for improved health outcomes and  quality of life for individuals affected by this chronic condition.  © 2025 The Author(s)."
41208627,10.1111/dom.70288,Continuous glucose monitoring and microvascular complications in diabetes:  Bridging glycemic metrics with clinical outcomes.,"Continuous glucose monitoring (CGM) has emerged as a complementary and more  dynamic method for evaluating glycemic control in people with diabetes. Relevant  studies examining the association between CGM parameters, including time in  range (TIR), glycemic variability (GV), and time in tight range (TITR), and  diabetic nephropathy, retinopathy, and neuropathy, were reviewed. Evidence  consistently demonstrates that lower TIR and TITR, as well as higher GV, are  associated with increased risk and severity of microvascular complications in  both type 1 and type 2 diabetes. Studies employing corneal confocal microscopy  and sudomotor function testing further support these associations for  small-fibre neuropathy. Although CGM-guided therapy improves TIR and GV, data  directly linking optimisation of these metrics to reduced complication rates  remain limited. Most available studies are cross-sectional or retrospective,  with short CGM durations and heterogeneous methodologies. CGM-derived indices  provide valuable insights into glycemic quality beyond HbA1c and may serve as  complementary tools for early risk stratification and individualised management  of diabetic microvascular disease. However, prospective and interventional  trials are required to confirm whether improving CGM metrics can translate into  clinically meaningful reductions in microvascular morbidity. Broader access to  CGM and standardisation of its key metrics will be essential to fully realise  its potential in modern diabetes care.  © 2025 The Author(s). Diabetes, Obesity and Metabolism published by John Wiley &  Sons Ltd."
40547018,10.3389/fimmu.2025.1557555,Pituitary dysfunction with eosinophilic granulomatosis with polyangiitis  presenting with diabetes insipidus: a case report and review of the literature.,"Central diabetes insipidus secondary to hypophysitis in eosinophilic  granulomatosis with polyangiitis (EGPA) is very rare, and this article  summarizes one case reported from our site as well as two previously reported  patients with EGPA, both of whom had central diabetes insipidus, suggesting that  new, rare organ involvement (pituitary gland) may occur in the early stages of  EGPA or years later. The aim is to improve our understanding of central diabetes  insipidus caused by EGPA involving the pituitary gland and avoid misdiagnosis or  missed diagnosis.  Copyright © 2025 Zhang, Liu, Wu, Qin, Li, Yin and Zeng."
40790389,10.1007/s42977-025-00285-z,COVID-19 and dysregulated cholesterol levels in Type I and Type II diabetes:  focus on the difference.,"The COVID-19 pandemic, caused by the SARS-CoV-2 virus, has had a profound global  impact on individuals with diabetes mellitus (DM). This review examines the  interplay between COVID-19, cholesterol metabolism, and diabetes, focusing on  the differences in lipid regulation between Type I (T1DM) and Type II diabetes  (T2DM). Diabetes, characterized by impaired glucose regulation and lipid  homeostasis, has been identified as a significant risk factor for severe  COVID-19 outcomes, including increased rates of hospitalization, ICU admission,  and mortality. Dysregulated cholesterol metabolism is often present in diabetic  patients and exacerbates the severity of COVID-19. We explore the mechanisms by  which SARS-CoV-2 infection affects cholesterol pathways, highlighting the role  of cholesterol-rich lipid rafts in viral entry and replication. The review also  discusses the potential therapeutic implications of targeting cholesterol  metabolism in managing COVID-19 in diabetic populations. Understanding these  complex interactions may provide insights into better clinical management  strategies and improve outcomes for COVID-19 patients with diabetes.  © 2025. The Author(s)."
41137971,10.1007/s12072-025-10914-3,Diabetes mellitus is linked to higher mortality in alcohol-related  acute-on-chronic liver failure.,"Comment in     Hepatol Int. 2025 Dec 1. doi: 10.1007/s12072-025-10973-6.     Hepatol Int. 2025 Dec 1. doi: 10.1007/s12072-025-10975-4.     Hepatol Int. 2025 Dec 4. doi: 10.1007/s12072-025-10984-3.     Hepatol Int. 2025 Dec 9. doi: 10.1007/s12072-025-10985-2.     Hepatol Int. 2025 Dec 10. doi: 10.1007/s12072-025-10987-0.     Hepatol Int. 2025 Dec 22. doi: 10.1007/s12072-025-11003-1.  BACKGROUND: Acute-on-chronic liver failure (ACLF) is a rapidly progressive  syndrome marked by high short-term mortality. While diabetes mellitus (DM) is  known to worsen liver-related outcomes, its specific impact on alcohol-related  ACLF (ALD-ACLF) remains underexplored. This study aimed to assess the prognostic  impact of DM on 90-day outcomes in ALD-ACLF using data from the APASL ACLF  Research Consortium (AARC) database. METHODS: This observational study involved data from 5612 ACLF patients with  documented 90-day outcomes. We identified 2096 patients with ALD-ACLF  precipitated by alcoholic hepatitis. Patients with non-ALD etiologies, mixed  etiologies, or non-alcoholic precipitants were excluded. Diabetic and  non-diabetic patients were compared using 1:2 propensity score matching based on  key baseline covariates. Survival outcomes were assessed using Kaplan-Meier  analysis and multivariable Cox regression. RESULTS: After matching, 109 diabetic patients were compared with 218  well-matched non-diabetic controls. Diabetic patients had significantly lower  overall survival (32 vs. 57%) and transplant-free survival (31 vs. 50%) compared  to non-diabetics (log-rank p < 0.001). On multivariable Cox regression, DM was  independently associated with increased 90-day mortality (HR 1.739, 95% CI  1.262-2.395, p < 0.001), along with elevated serum lactate (HR 1.187 per mmol/L,  p < 0.001) and creatinine (HR 1.267 per mg/dL, p < 0.001). CONCLUSION: Diabetes mellitus is a significant independent predictor of  mortality in patients with ALD-ACLF. These findings highlight the need for early  identification and integrated management of diabetes in ACLF care pathways to  improve clinical outcomes.  © 2025. Asian Pacific Association for the Study of the Liver."
41289263,10.1371/journal.pmed.1004813,Towards insulin independence in type 1 diabetes: Prospects for prevention and  cure.,"The discovery of insulin transformed type 1 diabetes from an acutely lethal  illness to a chronic disease that is managed with insulin dependence. Now,  exciting developments in preventive treatments and stem cell-based therapies  bring the prospects of arresting the disease and achieving insulin independence  for type 1 diabetics closer to reality.  Copyright: © 2025 Sydney et al. This is an open access article distributed under  the terms of the Creative Commons Attribution License, which permits  unrestricted use, distribution, and reproduction in any medium, provided the  original author and source are credited."
40443143,10.53738/REVMED.2025.21.920.47028,[Nutritional management of type 2 diabetes with GLP-1 and GLP-1/GIP agonists].,"In diabetic patients, treatment with GLP-1 (Glucagon-Like Peptide-1) and dual  GLP-1/GIP (gastric inhibitory polypeptide) agonists, such as, respectively,  semaglutide and tirzepatide, is effective in lowering blood sugar and reducing  weight. However, their use requires dietary monitoring to prevent muscle loss  which is often associated with rapid weight loss. The treatment should be  accompanied by specific nutritional recommendations, including adequate  hydration, quality carbohydrates, as well as a sufficient intake of high-quality  proteins and fiber. Physical activity, particularly anaerobic and aerobic  exercises, is strongly recommended to maintain muscle mass and support weight  loss. Finally, special attention should be given to side effects such as nausea  or constipation.  Publisher: Chez le patient diabétique, le traitement par agoniste du GLP-1  (Glucagon-Like Peptide-1) ou agoniste double du GLP-1 et du GIP (polypeptide  insulinotrope dépendant du glucose), comme respectivement le sémaglutide et le  tirzépatide, est efficace pour abaisser la glycémie et réduire le poids.  Cependant, leur utilisation nécessite un suivi diététique pour éviter la perte  de masse musculaire, souvent liée à une réduction rapide du poids. Le traitement  doit être accompagné de recommandations nutritionnelles précises, incluant une  hydratation suffisante, des glucides de qualité, ainsi qu’un apport important en  protéines de qualité et en fibres. L’activité physique, en particulier les  exercices anaérobiques et aérobiques, est fortement recommandée pour maintenir  la masse musculaire et soutenir la perte de poids. Finalement, une attention  particulière est portée aux effets secondaires comme les nausées ou la  constipation."
41713802,10.1016/j.avsg.2026.02.004,Impact of Diabetes Mellitus on Short- and Long-Term Outcomes after EVAR and Open  Abdominal Aortic Aneurysm Repair: A Systematic Review and Meta-Analysis.,"BACKGROUND: Diabetes mellitus is common among patients undergoing surgical  repair of abdominal aortic aneurysms (AAAs) and is generally associated with  adverse surgical outcomes. However, its influence on perioperative and long-term  outcomes following AAA repair-whether endovascular (endovascular aneurysm repair  [EVAR]) or open surgical repair (OSR)-remains uncertain. This systematic review  and meta-analysis aimed to evaluate the association between diabetes and  outcomes after AAA repair. METHODS: A systematic search of MEDLINE, Embase, and the Cochrane Library was  performed from inception through August 2025. Comparative studies including  adult patients with and without diabetes undergoing AAA repair (EVAR or OSR)  were included. Primary outcomes were 30-day and long-term (≥5 years) mortality.  Secondary outcomes included reintervention at 1 year and ≥5 years.  Random-effects meta-analyses were conducted, with subgroup and leave-one-out  sensitivity analyses. Study quality was assessed using the Newcastle-Ottawa  Scale. RESULTS: Fourteen observational cohort studies including 149,206 patients  (30,328 diabetics) were analyzed. Diabetes was not associated with overall  30-day or 5-year mortality. However, diabetics undergoing EVAR had higher 30-day  mortality, with no difference observed after OSR. At 5 years, mortality did not  differ between diabetics and nondiabetics in EVAR or OSR cohorts. Following  EVAR, diabetes was associated with a lower need for reintervention at 5 years  but not at 1 year, whereas endoleak rates were similar. CONCLUSION: Diabetes was not associated with worse overall short- or long-term  outcomes following AAA repair. Early mortality was higher among diabetic  patients undergoing EVAR, whereas long-term outcomes were comparable between  EVAR and OSR. These findings support the use of both EVAR and OSR in diabetic  patients, with careful perioperative optimization and postoperative  surveillance.  Copyright © 2026 Elsevier Inc. All rights reserved."
40382770,10.1556/650.2025.33294,[Relation of metabolic-associated fatty liver disease to the complications of  diabetes mellitus].,"Fatty liver has become one of the most common chronic liver diseases worldwide.  During its progression, steatohepatitis, fibrosis, cirrhosis, and hepatocellular  carcinoma may develop. Fatty liver disease of metabolic origin occurs in nearly  30% of adults, it affects people with diabetes mellitus to a greater extent. Its  incidence is 70% in type 2 diabetes mellitus, and 30–40% in type 1 diabetes  mellitus. The global health burden of fatty liver disease of metabolic origin  means an increased risk not only of hepatic (e.g., cirrhosis, liver failure or  hepatocellular carcinoma) but also of extrahepatic (e.g., cardiovascular, and  neoplastic diseases) complications. Both type 1 and type 2 diabetic patients  with fatty liver disease have a higher mortality rate. These patient groups are  exposed to an increased risk not only of cardiovascular diseases, but also of  diabetic retinopathy and nephropathy, compared to diabetics not associated with  fatty liver disease. In our summary, we review how the coexistence of fatty  liver and type 1 and type 2 diabetes mellitus affects the frequency of diabetic  macro- and microvascular complications. Orv Hetil. 2025; 166(20): 759–767.  Publisher: A májelzsírosodás az egyik leggyakoribb idült májbetegséggé vált  világszerte. Progressziója során steatohepatitis, fibrosis, cirrhosis, valamint  hepatocellularis carcinoma is kialakulhat. A metabolikus eredetű zsírmájbetegség  a felnőttek közel 30%-ában fordul elő, a diabetes mellitusban szenvedőket  nagyobb mértékben érinti, 2-es típusú diabetes mellitus esetén 70%-os, 1-es  típusú diabetes mellitusban 30–40%-os az előfordulása. A metabolikus eredetű  zsírmájbetegség globális egészségügyi terhe nemcsak a májeredetű (például  cirrhosis, májelégtelenség vagy hepatocellularis carcinoma), hanem az  extrahepaticus (például cardiovascularis, daganatos) szövődmények fokozott  kockázatát is jelenti. Mind az 1-es, mind a 2-es típusú, zsírmájbetegséggel  szövődött cukorbetegek halálozása nagyobb arányú. Ezek a betegcsoportok fokozott  kockázatnak vannak kitéve nemcsak a szív-ér rendszeri betegségek, hanem a  diabeteses retinopathia és nephropathia kialakulásával szemben is, a  zsírmájbetegséggel nem társult diabetesesekhez képest. Összefoglalónkban  áttekintjük azt, hogy az 1-es, illetve 2-es típusú diabetes mellitus és a  májelzsírosodás együttes fennállása hogyan befolyásolja a diabeteses macro- és  microvascularis szövődmények előfordulásának gyakoriságát. Orv Hetil. 2025;  166(20): 759–767."
,,,
40315694,10.1016/j.tice.2025.102941,"Alyürük B(1), Yazir Y(2), Utkan Korun ZE(3), Budak Ö(4), Yalçinkaya Kalyan E(5),  Kiliç KC(6).","OBJECTIVE: We aimed to compare embryo quality, sperm morphology, motility, and  fertilization obtained from male mice with type 1 diabetes mellitus (T1DM)  induced by streptozotocin (STZ) in control and diabetic mice undergoing in vitro  fertilization (IVF). METHODS: CD-1 male mice were divided into control and DM groups, with an i.p.  injection of 100 mg/kg STZ to induce T1DM. One month later, the mice were  euthanized to investigate the effects of STZ-induced T1DM on the reproductive  system. Sperms were obtained from the epididymis and vas deferens. The  morphology and motility of the cells were evaluated. Follicle development was  stimulated by controlled ovarian stimulation, and oocytes were collected by  extracting oviducts and ovaries from female mice housed under controlled  environmental conditions with ad libitum access. Both groups underwent IVF with  fertilized zygotes followed up until the third day before embryo quality was  compared. RESULTS: Female mice bred with diabetic males exhibited significantly lower  fertilization rates than the controls (p < 0.05). Sperm from diabetic mice  displayed abnormalities in shape and movement, with reduced motility and  fertilization. Embryos from male diabetic mice exhibited a higher incidence of  developmental arrest during early embryogenesis. Although no significant  differences in oocyte quality were observed, embryos from diabetic mice  exhibited higher growth rates. These findings highlighted the T1DM's detrimental  effects on sperm morphology, motility, fertilization, and early embryonic  development, thus contributing to our understanding of reproductive  complications. CONCLUSION: In conclusion, our findings demonstrated that T1DM significantly  impaired sperm morphology, motility, and fertilization capacity, leading to  reduced embryo quality and increased developmental arrest. These results  highlight the detrimental impact of DM on male reproductive potential and  underscore the importance of glycemic control in optimizing outcomes in assisted  reproductive techniques such as IVF.  Copyright © 2025 Elsevier Ltd. All rights reserved."
41984549,10.17116/jnevro202612603113,[Combined polyneuropathies in diabetes mellitus: the role of toxic factors].,This review discusses combined involvement of the peripheral nervous system in  diabetes mellitus and the impact of additional toxic factors on the development  and course of diabetic polyneuropathy (DPN). Diagnostic and treatment features  of combined polyneuropathies are presented. Particular emphasis is placed on the  combination of DPN with alcohol exposure and drug-induced toxicity.  Publisher: Обзор посвящен обсуждению сочетанного поражения периферической  нервной системы при сахарном диабете и воздействия дополнительных токсических  факторов на развитие и течение диабетической полинейропатии (ДПН). Представлены  особенности диагностики и лечения сочетанных полинейропатий. Акцент сделан на  сочетании ДПН с воздействием алкоголя и лекарственной токсичностью.
42014100,10.5326/JAAHA-MS-7572,2026 AAHA Diabetes Management Guidelines for Cats.,
41821267,10.1111/dom.70569,An international consensus on screening and monitoring early-stage type 1  diabetes: A roadmap to European implementation.,"Type 1 diabetes (T1D) is a chronic autoimmune disease that results in loss of  insulin-secreting pancreatic β-cells in the islets of Langerhans. A diagnosis of  T1D is typically associated with children and adolescents, yet half of all  diagnoses of T1D are made in adults. In children and adolescents, T1D is often  first recognized following hospitalization for diabetic ketoacidosis (DKA),  which occurs in approximately 20%-50% of new-onset T1D for people younger than  18 years of age in Europe. For adults with new-onset T1D, DKA rates of up to 24%  are estimated. Early-stage T1D, during the asymptomatic period, can be detected  through screening for multiple islet autoantibodies in blood samples, including  capillary and venous samples, and such programs are made more popular by the  availability of disease-modifying therapies for early-stage T1D. For individuals  who screen positive for early-stage T1D, participation in monitoring programs  can greatly reduce the incidence of DKA once symptomatic hyperglycemia develops,  as well as reducing severity of symptoms of T1D at onset. Education and  awareness of the clinically relevant features of symptomatic T1D can also  support the psychological wellbeing of people with early-stage T1D and minimize  distress at the point when insulin treatment is necessary. All of these  consequences come with a predicted reduced burden of healthcare costs for  managing T1D at a population level, and general population screening for islet  autoantibodies is underway. In this European perspective, we discuss the  imperatives and the components of implementation of general population screening  for early-stage T1D.  © 2026 The Author(s). Diabetes, Obesity and Metabolism published by John Wiley &  Sons Ltd."
41618817,10.1093/cvr/cvag036,HIV-pharmacotherapy and pathogenesis of diabetes-induced cardiovascular  complications: an updated narrative review.,"Normal cardiac tissue glucose homeostasis is essential for the physiological  function of the heart and the prevention of diabetic cardiomyopathies. The onset  of diabetes mellitus has been reported to precede cardiovascular complications  including cardiomyopathy, aortic stenosis, cardiac hypertrophy and hypertension.  In addition to metabolic derangements, chronic medications such as  HIV-antiretrovirals have also been associated with the risk factors of CVDs such  as insulin resistance, dyslipidaemia, inflammation and oxidative stress and  impaired glucose tolerance. Previous ART regimens have been associated with  systemic insulin resistance and ectopic fat accumulation, leading to impaired  glucose tolerance. The underlying molecular mechanisms behind the development of  diabetic cardiomyopathies in persons chronically taking HIV-antiretrovirals  remains unclear. Prediabetes is a condition of impaired glucose tolerance that  is associated with low-grade inflammation and oxidative stress, which are  precursors of CVDs. The link between chronic HIV-antiretroviral medication and  prediabetes remains elusive. However, the increase in dispensation of  HIV-antiretroviral medications has been associated with an increase in cases of  prediabetes and diabetes, which could contribute to the development of CVDs.  Hence, this review aims to provide insight into how the use of ARVs interacts  with glucose metabolism and cardiovascular disease risk factors in patients on  chronic HIV-antiretrovirals.  © The Author(s) 2026. Published by Oxford University Press on behalf of the  European Society of Cardiology. All rights reserved. For commercial re-use,  please contact reprints@oup.com for reprints and translation rights for  reprints. All other permissions can be obtained through our RightsLink service  via the Permissions link on the article page on our site—for further information  please contact journals.permissions@oup.com."
41127521,10.3389/fendo.2025.1674028,The emerging role of extracellular vesicles in diabetes and complications:  mechanistic insights and translational prospects.,"Extracellular vesicles (EVs), particularly exosomes, have emerged as key players  in diabetes pathogenesis, diagnosis, and therapy. They regulate intercellular  communication, influence islet function, and contribute to diabetic  complications such as retinopathy, nephropathy, and cardiomyopathy. Their  potential as liquid biopsy biomarkers and engineered therapeutic  carriers-delivering nucleic acids, proteins, or stem cell-derived regenerative  signals-offers promising avenues for diabetes management. However, there are  some critical challenges in clinical translation. Future research must  prioritize (1) scalable GMP-compliant production with rigorous quality control,  (2) targeted delivery systems via ligand modification or biomimetic engineering,  (3) improved biocompatibility through cargo optimization and stealth coatings,  and (4) large-scale clinical trials to validate efficacy and safety. Addressing  these hurdles is essential to harness EVs' full potential and accelerate their  transition into mainstream diabetic care.  Copyright © 2025 Liu, Pan, Chen, Wang, Zhong, Ling, Chen, Xia, Zhang, Liu, Yu,  Hu and Zhang."
41061855,10.1016/j.kint.2025.08.034,Heterogeneity in the relationships between albuminuria and glomerular structure  in type 1 and type 2 diabetes.,"INTRODUCTION: Kidney structural-functional relationship studies have been  critical in understanding diabetic kidney disease (DKD) evolution. However, most  such studies were performed in persons with type 1 diabetes, where diabetic  glomerular lesions are strongly associated with albumin excretion rate (AER).  Here, we compare DKD structural-functional relationships in type 1 and type 2  diabetes. METHODS: To better understand the evolution of DKD in type 2 diabetes, analyses  of glomerular structure/albuminuria relationships were performed in 133 research  volunteers with type 2 and 161 with type 1 diabetes matched for AER compared to  95 living donor kidney biopsies as controls. RESULTS: Morphometric measures of DKD glomerular lesions were more advanced and  showed stronger relationships with AER in persons with type 1 vs type 2  diabetes. K-means cluster analysis based on distance from a  structural-functional relationship model derived from data of research  participants with type 1 diabetes yielded two clusters: 74% of participants with  type 2 diabetes were in Cluster 1, which also included most participants with  type 1 diabetes, while 26% of participants with type 2 diabetes (39% of type 2  cases with increased AER) were in Cluster 2 and showed greater AER than  predicted by their DKD glomerular lesions based on the model. Among those with  type 2 diabetes, despite excessive AER in Cluster 2, DKD glomerular lesions and  podocyte structural parameters were similar between the two clusters. However,  adjusted for AER, individuals with type 2 diabetes in Cluster 1 had more severe  DKD lesions and approximately four-fold greater rates of glomerular filtration  rate decline over nine to ten years follow up than those in Cluster 2. CONCLUSIONS: Kidney structural-functional relationships are heterogeneous in  individuals with type 2 diabetes, and this heterogeneity is linked to glomerular  filtration rate loss over time. Our investigation calls for further studies to  better understand factors involved in this heterogeneity.  Copyright © 2025 International Society of Nephrology. Published by Elsevier Inc.  All rights reserved."
41270858,10.1016/j.yjmcc.2025.11.012,Central regulation of the heart in type 2 diabetes mellitus.,"Diabetic heart disease is a leading cause of morbidity and mortality in  individuals with type 2 diabetes mellitus (T2DM). A major yet frequently  under-recognized component of diabetic heart disease is cardiac autonomic  neuropathy (CAN), a condition characterized by dysregulated sympathetic and  parasympathetic drive to the heart. Current pharmacological treatments for  diabetic CAN are often ineffective, having been extrapolated from other health  conditions. These therapies predominantly target the peripheral symptoms of  elevated sympathetic activity, whilst largely neglecting its origins in  sympathoexcitatory regions of the central autonomic network. Sympathetic control  of cardiac function originates from the hypothalamus, medulla oblongata,  midbrain, and pons, and is relayed through the intermediolateral cell column of  the thoracic spinal cord and the intrinsic cardiac nervous system. Targeting the  central autonomic network to modulate cardiac sympathetic drive presents a  promising novel therapeutic avenue for the treatment of diabetic CAN. This  review briefly summarizes established knowledge regarding the pathophysiology  and management of diabetic CAN, and the implications of recent findings of  increased neuronal activation in central sympathoregulatory regions early in the  development of T2DM. Increased cardiac sympathetic in the intital stages of T2DM  might represent a novel therapeutic target to reduce the impact of CAN and  thereby improve outcomes in patients with T2DM.  Copyright © 2025 The Authors. Published by Elsevier Ltd.. All rights reserved."
40249463,10.1007/s42000-025-00662-2,"The impact of COVID-19 pandemic on the incidence, presentation, and management  of type 1 diabetes in children and adolescents: a narrative review.","Type 1 diabetes (T1D) is an autoimmune condition affecting approximately  1.5 million children and adolescents worldwide, with an incidence of  approximately 2-3% each year and rising. During the recent COVID-19 pandemic, a  significant increase in incidence of T1D in children and adolescents was  observed in numerous countries worldwide, with an increased number of  newly-diagnosed cases presenting with diabetic ketoacidosis. The increased  frequency of T1D presenting with diabetic ketoacidosis has been attributed not  only to the SARS-CoV-2 virus itself but also to the restrictions imposed by the  pandemic. The shift to telemedicine and unwillingness to seek medical care due  to fear of infection contributed to delayed diagnosis and more severe disease  presentation. Furthermore, the periods of lockdown that were implemented during  the pandemic presented multiple challenges for children and adolescents living  with T1D and disrupted the management of their condition. Changes in physical  activity and diet as well as shortage of medical supplies during that period  have been linked to worsening of glycemic control, which were at least partly  offset by increased parental involvement and use of telemedicine.  © 2025. The Author(s)."
41802897,10.1016/j.endien.2026.501715,Sudomotor dysfunction in type 1 diabetes: A case report.,"Sudomotor dysfunction is a frequent and early sign of diabetic neuropathy. It is  a disorder of the autonomic nervous system that involves small fibers and is  usually underdiagnosed despite the impact it has on the patients' quality of  life. Its study is recommended as a strategy for early detection as an indicator  of dysautonomic dysfunction and management of later complications. Although it  can be highly disabling, it often goes unnoticed, as it is considered less  alarming than other dysautonomic symptoms. We present the case of a diabetic  patient with sudomotor disfunction who underwent a comprehensive autonomic  nervous system evaluation. Unlike most related studies, this case highlights a  combination of compensatory hyperhidrosis and distal anhidrosis, underscoring  the variability in clinical signs of sudomotor dysfunction. Additionally, it  demonstrates the importance of autonomic testing in differential diagnosis and  emphasizes the need for further research into its pathophysiological mechanisms  and effective therapeutic strategies.  Copyright © 2025 SEEN and SED. Published by Elsevier España, S.L.U. All rights  reserved."
42022907,10.3389/fendo.2026.1794600,Lysosomal dysfunction in diabetes and diabetic complications.,"Lysosomes, as organelles with degradative, secretory and signaling functions in  eukaryotic cells, play a pivotal role in maintaining cellular energy homeostasis  and biological recycling processes. In recent years, lysosomal dysfunction has  garnered extensive attention from scholars for its implications in  neurodegenerative and autoimmune diseases. however, its role in the occurrence  and progression of diabetes mellitus and its complications remains to be further  explored. Therefore, this article summarizes the research progress on lysosomal  dysfunction in diabetes and its complications, hoping to highlight a promising  therapeutic direction.  Copyright © 2026 Chen, Huang, Xiao and Liu."
40641032,10.1111/1753-0407.70114,Characterization of Novel WFS1 Variants in Three Diabetes Pedigrees.,"BACKGROUND: Mutations in the WFS1 gene are implicated in Wolfram syndrome (WS),  Wolfram-like syndrome (WFLS), and maturity-onset diabetes of the young (MODY).  Wolfram syndrome 1 (WFS1) is a diabetes-related gene encoding wolframin, a  glycoprotein with nine transmembrane domains localized in the endoplasmic  reticulum. However, the relationship between WFS1 mutations and their associated  phenotypes remains incompletely understood, requiring additional patient data  collection for further investigation. Here we collected and analyzed clinical  data from three diabetes pedigrees, and to assess the genotype-phenotype  correlation. METHODS: High-throughput sequencing was employed to detect WFS1 gene mutations,  followed by pathogenicity and conservation analysis using bioinformatics  software. A three-dimensional wolframin protein structure was constructed to  investigate the potential effects of the mutations. Moreover, the distribution  of WFS1 mutations and their associated clinical phenotypes were analyzed by  summarizing genetic variations of the WFS1 gene recorded in the Human Gene  Mutation Database. RESULTS: Four heterozygous WFS1 mutations were identified in three diabetes  families. Among these, c.1523_1524del/p.Y508Cfs*34 was identified as a  frameshift mutation, while the others were missense mutations. Bioinformatics  predictions revealed that c.766A>G/p.K256E is a benign and novel mutation,  whereas the remaining mutations were classified as pathogenic. Furthermore,  c.985T>A/p.F329I was validated as a MODY-associated mutation within a specific  family. A comprehensive summary of all reported WFS1 mutations indicated that  mutations associated with WS phenotypes are approximately 18.7 times more  frequent than those associated with MODY phenotypes. Missense mutations  accounted for the highest proportion of WFS1 mutations associated with different  clinical phenotypes, with the majority located in exon 8. CONCLUSIONS: This study identified a novel WFS1 mutation, c.766A>G/p.K256E,  expanding the known mutation spectrum of the WFS1 gene. The findings suggest  that inactivating mutations and benign missense mutations are associated with  more severe WS phenotypes compared to purely pathogenic missense mutations.  Moreover, c.985T>A/p.F329I was validated as a MODY associated mutation. Finally,  by summarizing the genotype-phenotype relationships of WFS1, it is concluded  that the WFS1 gene shows a different association with WS, WFSL and MODY.  © 2025 The Author(s). Journal of Diabetes published by Ruijin Hospital, Shanghai  JiaoTong University School of Medicine and John Wiley & Sons Australia, Ltd."
39730926,10.1007/s10741-024-10478-8,Epicardial adipose tissue: a new link between type 2 diabetes and heart  failure-a comprehensive review.,"Diabetic cardiomyopathy is a unique cardiomyopathy that is common in diabetic  patients, and it is also a diabetic complication for which no effective  treatment is currently available. Moreover, relevant studies have revealed that  a link exists between type 2 diabetes and heart failure and that abnormal  thickening of EAT is inextricably linked to the development of diabetic heart  failure. Numerous clinical studies have demonstrated that EAT is implicated in  the pathophysiologic process of diabetic myocardial disease. In this overview,  we will introduce the physiology, pathophysiology of the disease and potential  therapeutic strategies, knowledge gaps, and future directions of the role of  epicardial adipose tissue in type 2 diabetes mellitus and heart failure to  promote the development of novel therapeutic approaches to improve the prognosis  of patients with diabetic cardiomyopathy.  © 2024. The Author(s), under exclusive licence to Springer Science+Business  Media, LLC, part of Springer Nature."
40683306,10.2460/javma.25.04.0288,Can implementing spectrum-of-care approaches in management of canine diabetes  mellitus improve dog and owner outcomes?,"Canine diabetes mellitus (DM) is a treatable disease, yet euthanasia rates are  high. Anticipated costs, impact on owner lifestyle, and financial constraints  contribute to early euthanasia. Insulin, diet, monitoring, and veterinary care  make up the bulk of expenses, and substituting affordable choices in one or more  of these areas can significantly affect overall costs without compromising care.  There is not a ""best"" approach for managing all diabetic dogs, rather,  management tailored to the needs of the owner and dog. Spectrum-of-care  approaches in diabetic dogs are urgently needed to lower costs, increase  survival, and improve dog and owner outcomes."
